stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
777,777,Park Place,,44.3403906345005,-79.6803262502088,0,0
737,737,South Village Way,,44.33917077,-79.67928743,0,0
506,506,Mapleview at Park Place,,44.336527844436,-79.6805858136048,0,0
867,867,Barrie View Drive,,44.335026824554,-79.6871910884008,0,0
848,848,506 Bryne Drive,,44.33187138,-79.6894192,0,0
850,850,Commerce Park Drive ,Bryne Dr at Commerce Park Drive,44.3299402339952,-79.6886076945666,0,0
851,851,Mills Road,,44.32725928,-79.68813661,0,0
852,852,Commerce Park Drive,,44.3253194,-79.6872821,0,0
199,199,121 Commerce Park Drive,,44.32467468,-79.68975503,0,0
200,200,Norris Drive,,44.32395013,-79.69301672,0,0
665,665,King Street,,44.3294318763364,-79.6980946619216,0,0
533,533,Reid Drive,,44.33128177,-79.70367789,0,0
530,530,Hollyholme Farm Road,Holyholmfarm Road,44.33016375,-79.70874238,0,0
853,853,Essa Road,,44.32921574,-79.71319544,0,0
855,855,Coughlin Road,,44.33691527,-79.70991124,0,0
494,494,Mapleton at Essa,,44.33965923,-79.70998171,0,0
492,492,Emms Drive,,44.34062273,-79.71360782,0,0
487,487,Peggy Hill Community Centre,,44.33993688,-79.7171497,0,0
504,504,White Elm Road,,44.33976471,-79.72473666,0,0
499,499,Pinecliff Crescent,,44.34123342,-79.72988353,0,0
500,500,Silvercreek Crescent,,44.3476937275325,-79.7337463694123,0,0
489,489,Saint Joan of Arc High School,,44.34901936,-79.73412737,0,0
41,41,Wildflower Court,,44.35127803,-79.73086153,0,0
36,36,"Grant's Way",,44.3520781,-79.72746197,0,0
32,32,Eaglestone Lane,,44.3532061,-79.72225259,0,0
35,35,Ardagh at Ferndale,,44.355004546844,-79.7141051908426,0,0
38,38,Snowshoe Trail,,44.35598594,-79.70986103,0,0
576,576,Patterson at Ardagh,,44.3572226211294,-79.7055103678404,0,0
578,578,Patterson Place,,44.36170278,-79.70672568,0,0
573,573,Alva Street,,44.36419828,-79.70730927,0,0
579,579,Phillips Street,,44.36760738,-79.70815659,0,0
582,582,Patterson at Tiffin,,44.36936283,-79.70862279,0,0
646,646,Dyment Road,,44.37101971,-79.70622622,0,0
642,642,207 Tiffin Street,,44.37211017,-79.7014221,0,0
648,648,Tiffin at Anne,,44.372957,-79.697584,0,0
652,652,Innisfil Street,,44.3738163024311,-79.6938499949973,0,0
9006,9006,Barrie Allandale Transit Terminal,,44.3742472026524,-79.689689905126,0,0
147,147,Brock Street,,44.3769033910184,-79.6930328178954,0,0
149,149,John Street,,44.37959209,-79.69351954,0,0
152,152,Victoria Street,,44.38125324,-79.69361715,0,0
150,150,Bradford at Simcoe,,44.385598,-79.693828,0,0
2,2,Downtown Hub,,44.387753,-79.690237,0,0
485,485,Maple at Ross,,44.39039984,-79.69250726,0,0
73,73,Bayfield at Wellington,,44.394131,-79.69412,0,0
67,67,Grove Street,,44.39659223,-79.69624255,0,0
348,348,Owen Street,,44.3984896,-79.69232901,0,0
340,340,Grove at Davidson,,44.40018354,-79.68845319,0,0
347,347,Oak Street,,44.40178296,-79.68568914,0,0
354,354,Grove at St. Vincent,,44.4035517813892,-79.6828703393263,0,0
937,937,229 Grove,,44.4048769355288,-79.6798461524248,0,0
938,938,Grove at Duckworth ,,44.4070060108741,-79.6736408916931,0,0
939,939,Grove at Cook Street ,,44.4065758569999,-79.6690914822083,0,0
331,331,Georgian College,,44.4104614425435,-79.6685374842606,0,0
330,330,Georgian College,,44.4120865709833,-79.6691320639331,0,0
109,109,130 Bell Farm,,44.4110465941396,-79.6755204643516,0,0
104,104,Alliance Boulevard,,44.4094947544879,-79.6791094210608,0,0
107,107,Bell Farm at St Vincent,Bell Farm at Saint Vincent,44.4074402863619,-79.6849183019861,0,0
630,630,St. Vincent at Sperling,,44.41055,-79.687994,0,0
220,220,Cundles at Bluejay,,44.410025,-79.692545,0,0
621,621,Spingdale at Cundles,,44.408279,-79.696881,0,0
624,624,Springdale at Deerpark,,44.4102925536513,-79.6986483181159,0,0
125,125,Birchwood at Stanley,,44.4129920801055,-79.7009490532778,0,0
448,448,Livingstone at Stanley,Stanley at Livingstone,44.412615,-79.703261,0,0
440,440,Georgian Mall,,44.4106623179115,-79.7064871911101,0,0
453,453,Wal-Mart Plaza,,44.40902611,-79.71030063,0,0
912,912,Gloria Street,,44.40734596,-79.71163434,0,0
913,913,Heather Street,,44.4066849,-79.70874205,0,0
914,914,Kozlov at Cundles,,44.40489571,-79.70689529,0,0
232,232,Coulter Street,,44.40347316,-79.70744886,0,0
238,238,Coleman Health Care Centre,,44.40075877,-79.71489181,0,0
244,244,Cundles at Sunnidale,,44.39987102,-79.71692684,0,0
15,15,Anne at Cundles,,44.39832266,-79.71897992,0,0
4,4,Austen Lane,,44.39621595,-79.71720756,0,0
23,23,Shelly Lane,,44.3944009,-79.71562628,0,0
12,12,Portageview Public School,,44.392902926609,-79.71430148008,0,0
24,24,Shirley Avenue,,44.39053543,-79.71222054,0,0
18,18,Anne at Edgehill Drive,,44.38715706,-79.70935615,0,0
26,26,Anne at Donald,,44.384088,-79.706722,0,0
6,6,Anne at Dunlop,,44.382374906576,-79.7052238546621,0,0
30,30,Anne at Victoria Street,,44.3794456745632,-79.7027086409014,0,0
22,22,Anne at John Street,,44.377472,-79.701,0,0
7,7,Brock Street,,44.3757380489773,-79.6995420390779,0,0
114,114,Brock at Innisfil,,44.3763282626631,-79.6959002000811,0,0
146,146,Brock Street,,44.3772017584563,-79.6934811588216,0,0
9003,9003,Barrie Allandale Transit Terminal Platform 3,,44.3738731374332,-79.6893515732343,0,0
168,168,Granville Street,,44.371544,-79.690533,0,0
165,165,Burton at Bayview,,44.3711314,-79.68436993,0,0
173,173,Robinson Street,,44.3713991784508,-79.68121647,0,0
166,166,Garden Drive,,44.37077229,-79.67420508,0,0
716,716,Yonge at Huronia,,44.3700865992118,-79.6694589381413,0,0
712,712,Foster Drive,,44.36896555,-79.66673841,0,0
718,718,Yonge at Little,,44.3663186060521,-79.6625544500458,0,0
719,719,Barrington Residence,,44.3639105,-79.65957671,0,0
709,709,"D'Ambrosio Drive",,44.3610631476135,-79.6560054953643,0,0
707,707,Cox Mill Road,,44.3589560951849,-79.6524391237634,0,0
705,705,Yonge at Big Bay Point,,44.35651809,-79.64697827,0,0
722,722,Madelaine Drive,,44.35464896,-79.64176327,0,0
800,800,Esther Drive,,44.35279936,-79.63652178,0,0
801,801,Country Lane,,44.35168136,-79.63343444,0,0
725,725,Barrie South GO Station,,44.35185862,-79.62838858,0,0
1,1,Downtown Hub,,44.387588,-79.690372,0,0
276,276,Dunlop at Eccles,,44.3864151646584,-79.6969058026447,0,0
269,269,Eccles Street,,44.38553734,-79.69882951,0,0
268,268,Boys Street,,44.3845671157399,-79.701050928804,0,0
265,265,Dunlop at Anne,,44.382816,-79.705091,0,0
934,934,Sarjeant Drive,,44.3777451359251,-79.7165309785042,0,0
893,893,Ferndale Drive,,44.376627,-79.719061,0,0
263,263,Ferndale at Barrie Operations,,44.3788197205279,-79.7223129246719,0,0
282,282,Ferndale at Edgehill,,44.3805650745577,-79.7237754421132,0,0
285,285,Jagges Drive,,44.3805395937924,-79.7284268250802,0,0
288,288,Pringle at Ruffet,,44.3778589553549,-79.7343878207274,0,0
610,610,Pringle at Sproule,,44.3747871196799,-79.7312307035959,0,0
626,626,Sproule at Kraus,,44.3725249533954,-79.7360251709694,0,0
834,834,Miller at Dunlop,,44.3662380390138,-79.7324162713315,0,0
837,837,Ferndale at Tiffin,,44.3688096821151,-79.7144266547982,0,0
839,839,Manhattan Homes,,44.3660137530365,-79.713506510023,0,0
840,840,Bishop Drive,Summerset Drive,44.36128835,-79.71551185,0,0
841,841,Ferndale Woods Public School,Gore Drive,44.358115,-79.715637,0,0
842,842,Ferndale at Ardagh,,44.3551172,-79.71493634,0,0
843,843,Hawthorne and Wildwood,,44.35219286,-79.71402112,0,0
844,844,Hawthorne Crescent,,44.350153,-79.711673,0,0
846,846,Stroud Place,,44.34750067,-79.70631313,0,0
847,847,"Veteran's at Essa",,44.3467173218464,-79.7040699999913,0,0
663,663,"Veteran's at Harvie",,44.344485099946,-79.7020598772354,0,0
670,670,Veterans at Touchette,,44.342022,-79.701425,0,0
667,667,Mapleton Avenue,,44.33988511,-79.70086525,0,0
660,660,Caplan Avenue,,44.33712995,-79.700329,0,0
537,537,125 Mapleview Drive West,,44.3328494607732,-79.6956955337636,0,0
527,527,Canadian Tire Plaza,,44.33345762,-79.69292148,0,0
529,529,Bryne Drive,,44.3339930714143,-79.6906506769021,0,0
525,525,Barrie View Drive,,44.3345261026526,-79.6880175958364,0,0
559,559,RVH (Atrium Entrance),,44.414355,-79.663366,0,0
333,333,RVH Main Entrance,,44.4152515778096,-79.6593701636416,0,0
326,326,322 Georgian Drive,,44.4164005279766,-79.6584840334326,0,0
405,405,Johnson at Georgian,,44.41534493,-79.65353099,0,0
402,402,Cheltenham Road,,44.41152705,-79.65399405,0,0
411,411,Hickling Trail,,44.40830721,-79.65458849,0,0
407,407,Johnson at Grove,,44.40542054,-79.65513496,0,0
413,413,Steel Street,,44.4012552861428,-79.6559361118491,0,0
343,343,Steel at Blake ,,44.4006405645997,-79.6518195072002,0,0
911,911,Lions Gate Centre,,44.3985965562173,-79.6533941179781,0,0
959,959,Johnson at Indian Arrow Road,Blake at Johnson,44.39634709,-79.65679556,0,0
142,142,Vancouver Street,,44.3952250861948,-79.6627636817308,0,0
135,135,Parkview Center,,44.3954270587128,-79.6655858894923,0,0
138,138,Rodney Street,,44.3937287480268,-79.6706627183209,0,0
140,140,St. Vincent Street,,44.392862590599,-79.6731583504696,0,0
131,131,Collier Street,,44.3916623412528,-79.676653633905,0,0
185,185,Collier at Berczy,,44.3906648708922,-79.680825883148,0,0
193,193,Poyntz Street,,44.39053749,-79.68288564,0,0
190,190,Collier at Mulcaster,,44.39053858,-79.68510446,0,0
191,191,Owen Street,,44.390480034976,-79.6876996569454,0,0
187,187,Collier at Clapperton ,,44.39046905,-79.69033262,0,0
486,486,Maple at Ross,,44.39018841,-79.69253335,0,0
159,159,Lakeshore at Marina,,44.384954,-79.691085,0,0
157,157,Lakeshore at Victoria,,44.3819819844822,-79.6908644485977,0,0
155,155,Lakeshore at Centennial,,44.3784485290597,-79.6902760102188,0,0
9004,9004,Barrie Allandale Transit Terminal Platform 4,,44.3738992303515,-79.6895401784604,0,0
818,818,Burton Avenue,,44.3714356529379,-79.692628028649,0,0
293,293,Essa at Anne,,44.36787963,-79.69510843,0,0
289,289,Barrie Curling Club,,44.366855,-79.69581395,0,0
300,300,Essa at Fairview,,44.364613,-79.697384,0,0
294,294,Essa at Ardagh,,44.3573986114411,-79.6986073052161,0,0
306,306,Loggers Run,,44.35499844,-79.69942096,0,0
307,307,Loggers Run,,44.3509698866825,-79.7005185419228,0,0
312,312,"Essa at Veteran's",,44.346517,-79.704667,0,0
304,304,Harvie Road,,44.34432976,-79.70590984,0,0
290,290,Roberta Place,,44.34217844,-79.70716838,0,0
540,540,Bibby Court,,44.33854098,-79.72003714,0,0
546,546,Farmstead Crescent,,44.33625379,-79.71945808,0,0
541,541,Churchland Drive,,44.33385271,-79.72055565,0,0
544,544,Downing Cresent,Downing Crescent,44.33161711,-79.72428821,0,0
551,551,Sundew Drive,,44.32871691,-79.72534005,0,0
550,550,Marsellus at Mapleview,Mapleview or Bear Creek,44.32671816,-79.72481436,0,0
472,472,Lougheed at Mapleview,,44.32473266,-79.7290948,0,0
48,48,Lougheed Road,,44.3218044,-79.72753192,0,0
50,50,Rundle Cresent,Rundle Crescent,44.32258387,-79.72355319,0,0
45,45,Athabaska at Essa,,44.32207598,-79.72029115,0,0
298,298,Dunn Street,,44.3244517561209,-79.7171432728998,0,0
292,292,Ecole Romeo Dallaire,,44.3265123881818,-79.7159575406882,0,0
870,870,Mapleview at Essa,,44.329028,-79.712884,0,0
531,531,Hollyholme Farm Road,Holyholmfarm Road,44.32980473,-79.70927336,0,0
534,534,Reid Drive,,44.33089332,-79.70430153,0,0
539,539,"Mapleview at Veteran's","Maplview at Veteran's",44.33201262,-79.69937219,0,0
736,736,North Village Way,,44.34150661,-79.67819993,0,0
982,982,47 Churchhill Dr,,44.3443019301488,-79.6741548876226,0,0
676,676,Churchill Drive,,44.3454591539776,-79.6697395843112,0,0
752,752,Huronia Medical Clinic,,44.34749335,-79.66391904,0,0
513,513,Mapleview at Huronia,,44.3407190028568,-79.6613567060982,0,0
519,519,Stunden Lane,,44.34256241,-79.65314658,0,0
518,518,Seline Crescent,,44.3436345060581,-79.6484537711538,0,0
965,965,Madelaine Drive,,44.3446419926873,-79.6438029075502,0,0
966,966,Dean Avenue,,44.3462835170264,-79.6366080350698,0,0
967,967,Goodwin Drive,,44.34733971,-79.63193984,0,0
954,954,Yonge at Mapleview,,44.349404,-79.628225,0,0
968,968,Barrie Primary Care Centre,Barrie Primary Care Campus,44.34727521,-79.67911743,0,0
832,832,Big Bay Point at Fairview,,44.349134,-79.685384,0,0
662,662,"Veteran's at Essa",,44.34682915,-79.70389522,0,0
295,295,Beacon Road,,44.3511477130543,-79.7000850994681,0,0
296,296,Bryne Drive,,44.3576689,-79.69807715,0,0
63,63,Rose at Highway 400,,44.3989014072531,-79.6975396702252,0,0
329,329,Georgian at Govenors,,44.4144616428317,-79.668493314166,0,0
612,612,RVH Main Entrance,,44.4154789801079,-79.6611757465238,0,0
89,89,Bayfield at Chase McEachern,,44.3884489290011,-79.6893494311657,0,0
192,192,Owen Street,,44.3903620177723,-79.6875199489307,0,0
556,556,Mulcaster at Collier,,44.391058,-79.685422,0,0
558,558,Codrington Street,,44.39333734,-79.68554378,0,0
587,587,Penetang at Berczy,,44.394883948272,-79.6845021528776,0,0
585,585,Dundonald Street,,44.39663299,-79.68163124,0,0
586,586,Penetang at St. Vincent,,44.3987596,-79.67817368,0,0
936,936,Cook Street,,44.3990088978748,-79.6698589384717,0,0
567,567,Napier at Nelson,,44.3985925610153,-79.6653213764542,0,0
568,568,Steel Street,,44.4020886362844,-79.6640278198736,0,0
408,408,Nelson at Grove ,,44.405342,-79.663423,0,0
940,940,Grove at Cook  ,,44.4065788459921,-79.6682130756304,0,0
327,327,Grizzlies Way at Duckworth,,44.4109252039477,-79.6728052102984,0,0
216,216,Cundles at J.C. Massie Way,Cundles at Duckworth,44.41661353,-79.67614223,0,0
222,222,Lions Gate,Cundles at Lions Gate ,44.4160079607968,-79.6789985703825,0,0
950,950,Livingstone Street East,,44.414121,-79.683365,0,0
928,928,Osprey Ridge Road ,Livingstone at Osprey Ridge Road,44.416756,-79.686628,0,0
929,929,Marjoy Avenue,,44.42018615,-79.68977918,0,0
444,444,Margaret Drive,,44.41822043,-79.69612789,0,0
446,446,Michael Crescent,,44.41611771,-79.70096226,0,0
447,447,East Bayfield Community Centre,,44.41430522,-79.70283155,0,0
462,462,Kozlov Street,,44.40835746,-79.7124228,0,0
466,466,McDougall Drive,,44.40743543,-79.71601334,0,0
460,460,Ford Street,,44.40596299,-79.71931928,0,0
450,450,Livingstone at Anne,,44.40407683,-79.72361565,0,0
452,452,Balliston Crescent,,44.40288702,-79.72786874,0,0
469,469,Livingstone at Sunnidale,,44.401080509322,-79.7292215990385,0,0
458,458,Delaney Crescent,,44.3982085,-79.73327138,0,0
241,241,Cundles at Livingstone,,44.39653309,-79.73525923,0,0
247,247,Emma King Elementary School,,44.39626026,-79.73291097,0,0
243,243,Longman Drive,,44.39732265,-79.73039499,0,0
231,231,Burns Circle,,44.39612658,-79.72634251,0,0
915,915,Leacock Drive,,44.39607969,-79.72366027,0,0
916,916,Browning Trail,,44.3937022823887,-79.7228537590307,0,0
419,419,Lampman plaza,,44.39150367,-79.72249002,0,0
421,421,Browning Trail,,44.3885896,-79.71995757,0,0
921,921,Path to Browning Trail,,44.38656933,-79.72086836,0,0
922,922,Lewis Lane,,44.38558618,-79.72161823,0,0
890,890,Edgehill at Fox Run,,44.3827399625204,-79.7181939653941,0,0
891,891,Engel Crescent,,44.38330295,-79.71526005,0,0
422,422,Edgehill Drive,Cedar Pointe Drive,44.38464894,-79.71221396,0,0
925,925,Edgehill at Anne,Anne Street,44.38637,-79.70931,0,0
249,249,Anne Street,,44.38473684,-79.70599285,0,0
699,699,Wellington Plaza,,44.38769346,-79.70626444,0,0
695,695,Barrie Medical Arts,,44.38939941,-79.70355348,0,0
608,608,Victoria Village,Victory Village,44.39075455,-79.69806293,0,0
9012,9012,Barrie Allandale Transit Terminal Platform 12,,44.3742136011531,-79.6904054879236,0,0
115,115,Brock at Innisfil,,44.376459,-79.695832,0,0
8,8,Brock Street,,44.37535431,-79.69885335,0,0
21,21,Anne at John Street,,44.3781,-79.701153,0,0
29,29,Anne at Vespra Street,,44.3801185273645,-79.7029749017154,0,0
5,5,Anne at Dunlop,,44.3822016034244,-79.7047341249506,0,0
27,27,Anne at Donald,,44.38407,-79.706414,0,0
17,17,Edgehill Drive,,44.38697443,-79.70892086,0,0
25,25,Shirley Avenue,,44.3907245,-79.71217627,0,0
13,13,Castle Drive,,44.3928578224691,-79.7140195369729,0,0
28,28,Valley Drive,,44.3946499335438,-79.7155891605399,0,0
3,3,Ecole Catholique,,44.39596232,-79.71669424,0,0
16,16,Cundles at Anne,,44.3988682546069,-79.7187904196088,0,0
239,239,Cundles at Sunnidale,,44.3999276079177,-79.7163513264051,0,0
235,235,Cundles at Kozlov,,44.403534,-79.706866,0,0
415,415,Kozlov at Cundles,,44.40499142,-79.70684254,0,0
416,416,Heather Street,,44.40678734,-79.70875024,0,0
901,901,Gloria Street,,44.40735307,-79.71133586,0,0
454,454,Wal-Mart Plaza,,44.40887955,-79.71010882,0,0
455,455,Livingstone at  Bayfield,,44.40971361,-79.70817312,0,0
441,441,Georgian Mall,,44.4110941535887,-79.7051031711759,0,0
449,449,Stanley Street,,44.41288804,-79.70290207,0,0
127,127,Birchwood Drive,,44.4128970045612,-79.7010821536591,0,0
126,126,Springdale Drive,,44.4111788090053,-79.7000672365142,0,0
623,623,Deerpark Drive,,44.4101804951428,-79.6987148683065,0,0
622,622,Springdale at Cundles,,44.40817261,-79.69693756,0,0
219,219,Janine Street,,44.408752,-79.695047,0,0
221,221,Cundles at Daphne,,44.4105574003499,-79.6910211641738,0,0
631,631,St. Vincent at Sperling,,44.410584,-79.688256,0,0
106,106,Alliance Boulevard,,44.4073044512153,-79.6848232302852,0,0
105,105,Alliance Boulevard,,44.40923713,-79.67933789,0,0
108,108,115 Bell Farm,125 Bell Farm,44.4107726,-79.67581077,0,0
251,251,Rose Street,,44.4100089152123,-79.673891523654,0,0
255,255,Duckworth at Grove,,44.408195,-79.674258,0,0
345,345,Maple Grove Public School,,44.4052614957148,-79.6792987606875,0,0
353,353,Grove at St. Vincent,,44.4036229292424,-79.6829910970722,0,0
337,337,Bothwell Crescent,,44.40161247,-79.68602289,0,0
339,339,Barrie North Collegiate,,44.40000377,-79.68909394,0,0
349,349,Owen Street,,44.39829531,-79.6930308,0,0
68,68,Grove Street,,44.3964425859715,-79.6963538048478,0,0
74,74,Wellington Street,,44.39395278,-79.6942707,0,0
75,75,Bayfield at Sophia,,44.392146,-79.692739,0,0
144,144,Barrie By the Bay Plaza,,44.38419889,-79.69396387,0,0
151,151,Victoria Street,,44.38145815,-79.69378391,0,0
148,148,John Street,,44.37990156,-79.69372107,0,0
651,651,Tiffin at Innisfil Street,,44.373773,-79.694588,0,0
647,647,Tiffin at Anne,,44.3730674161507,-79.6979667304276,0,0
641,641,204 Tiffin Street,,44.372123,-79.701962,0,0
645,645,Dyment Road,,44.371075018374,-79.7066077918998,0,0
581,581,Patterson at Tiffin,,44.36978945,-79.70888486,0,0
580,580,Phillips Street,,44.367497525662,-79.708327186604,0,0
574,574,Alva Street,,44.36420057,-79.70745891,0,0
577,577,Patterson Place,,44.36191744,-79.70689989,0,0
575,575,Patterson at Ardagh,,44.35720901,-79.70564801,0,0
39,39,Snowshoe Trail,,44.3561345,-79.70982703,0,0
34,34,Ardagh at Ferndale,,44.355135024126,-79.7144519034478,0,0
37,37,Hawkins Drive,,44.35342967,-79.72189311,0,0
42,42,Wright Drive,,44.35231205,-79.72698487,0,0
40,40,Wildflower Court,,44.35141836,-79.73092996,0,0
490,490,Saint Joan of Arc High School,,44.34900391,-79.73426711,0,0
491,491,Batteaux Street,,44.3479796029384,-79.7340239837118,0,0
498,498,Oakside Court,,44.34083908,-79.72906609,0,0
505,505,White Elm Road,,44.33952273,-79.72437457,0,0
497,497,Mapleton at Marsellus,,44.33929434,-79.7204554,0,0
488,488,Peggy Hill Community Centre,,44.33987811,-79.71668472,0,0
493,493,Emms Drive,,44.34041427,-79.71421573,0,0
495,495,Mapleton at Essa,,44.33954493,-79.71003526,0,0
868,868,Coughlin Road,,44.33700717,-79.71018188,0,0
666,666,King Street,,44.32966122,-79.69842755,0,0
201,201,Norris Drive,,44.32364713,-79.69352622,0,0
198,198,112 Commerce Park Drive,,44.32453901,-79.68949655,0,0
162,162,Bryne Drive,,44.32563066,-79.68724698,0,0
161,161,Mill Road,,44.327047,-79.68785321,0,0
871,871,Bryne at Commerce Park,,44.330246,-79.688396,0,0
849,849,505 Bryne Drive,,44.33210072,-79.68939828,0,0
128,128,17 Blake Street,,44.3917325864692,-79.676045380258,0,0
136,136,Parkview Center,,44.395264596734,-79.6653625836768,0,0
